stationid tempinfo preciptype precipq frozenprecipfreq press1 press2 press3 tempdry dewpt 
03103KFLG FLG2006061400170717  NP           0.00             39992   23.365  23.360  23.354    66   31          
03103KFLG FLG2006061400180718  NP           0.00             39992   23.365  23.361  23.354    66   31          
03103KFLG FLG2006061400190719  NP           0.00             39992   23.364  23.360  23.354    66   31          
03103KFLG FLG2006061400200720  NP           0.00             39992   23.364  23.360  23.354    66   31          
03103KFLG FLG2006061400210721  NP           0.00             39992   23.364  23.360  23.354    66   31          
03103KFLG FLG2006061400220722  NP           0.00             39992   23.364  23.360  23.354    66   31          
03103KFLG FLG2006061400230723  NP           0.00             39992   23.364  23.360  23.354    67   31          
03103KFLG FLG2006061400240724  NP           0.00             39992   23.364  23.360  23.354    66   31          
03103KFLG FLG2006061400250725  NP           0.00             39992   23.365  23.361  23.355    66   31          
03103KFLG FLG2006061400260726  NP           0.00             39992   23.365  23.361  23.355    67   31          
03103KFLG FLG2006061400270727  NP           0.00             39992   23.365  23.361  23.355    66   31          
03103KFLG FLG2006061400280728  NP           0.00             39992   23.366  23.362  23.355    66   31          
03103KFLG FLG2006061400290729  NP           0.00             39992   23.365  23.361  23.355    66   31          
03103KFLG FLG2006061400300730  NP           0.00             39992   23.365  23.361  23.355    66   31          
03103KFLG FLG2006061400310731  NP           0.00             39992   23.365  23.361  23.355    66   31          
03103KFLG FLG2006061400320732  NP           0.00             39992   23.365  23.361  23.355    67   31          
03103KFLG FLG2006061400330733  NP           0.00             39992   23.366  23.361  23.355    66   31          
03103KFLG FLG2006061400340734  NP           0.00             39992   23.365  23.361  23.355    66   31          
03103KFLG FLG2006061400350735  NP           0.00             39992   23.365  23.361  23.355    66   31          
03103KFLG FLG2006061400360736  NP           0.00             39992   23.364  23.360  23.354    66   31          
03103KFLG FLG2006061400370737  NP           0.00             39992   23.363  23.359  23.353    67   31          
03103KFLG FLG2006061400380738  NP           0.00             39992   23.363  23.359  23.353    67   31          
03103KFLG FLG2006061400390739  NP           0.00             39992   23.363  23.359  23.353    66   31          
03103KFLG FLG2006061400400740  NP           0.00             39992   23.363  23.359  23.353    66   31          
03103KFLG FLG2006061400410741  NP           0.00             39992   23.362  23.358  23.352    67   31          
03103KFLG FLG2006061400420742  NP           0.00             39992   23.362  23.358  23.352    65   31          
03103KFLG FLG2006061400430743  NP           0.00             39992   23.362  23.358  23.352    65   31          
03103KFLG FLG2006061400440744  NP           0.00             39992   23.361  23.357  23.350    66   31          
03103KFLG FLG2006061400450745  NP           0.00             39992   23.361  23.357  23.351    66   31          
03103KFLG FLG2006061400460746  NP           0.00             39992   23.361  23.357  23.351    66   31          
03103KFLG FLG2006061400470747  NP           0.00             39992   23.360  23.356  23.350    66   31          
03103KFLG FLG2006061400480748  NP           0.00             39992   23.359  23.355  23.349    66   31          
03103KFLG FLG2006061400490749  NP           0.00             39992   23.359  23.355  23.349    66   31          
03103KFLG FLG2006061400500750  NP           0.00             39992   23.359  23.355  23.349    66   31          
03103KFLG FLG2006061400510751  NP           0.00             39992   23.359  23.355  23.348    66   31          
03103KFLG FLG2006061400520752  NP           0.00             39992   23.358  23.354  23.347    66   31          
03103KFLG FLG2006061400530753  NP           0.00             39992   23.357  23.353  23.347    66   31          
03103KFLG FLG2006061400540754  NP           0.00             39992   23.357  23.353  23.347    66   31          
03103KFLG FLG2006061400550755  NP           0.00             39992   23.357  23.352  23.346    66   31          
03103KFLG FLG2006061400560756  NP           0.00             39992   23.357  23.353  23.346    66   31          
03103KFLG FLG2006061400570757  NP           0.00             39992   23.356  23.352  23.346    66   31          
03103KFLG FLG2006061400580758  NP           0.00             39992   23.356  23.352  23.346    65   31          
03103KFLG FLG2006061400590759  NP           0.00             39992   23.356  23.352  23.346    65   31          
03103KFLG FLG2006061401000800  NP           0.00             39992   23.355  23.351  23.345    66   31          
03103KFLG FLG2006061401010801  NP           0.00             39992   23.355  23.351  23.345    66   31          
03103KFLG FLG2006061401020802  NP           0.00             39992   23.355  23.351  23.345    66   31          
03103KFLG FLG2006061401030803  NP           0.00             39992   23.355  23.351  23.345    66   31          
